Breed,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,HS_Vaccine,BQ_Vaccine,Anthrax_Vaccine,IBR_Vaccine,BVD_Vaccine,Rabies_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Milk_Yield_L
Brown_Swiss,Mediterranean,Semi_Intensive,87,372.6,1,Early,62,Pasture_Grass,14.7,2,71.9,2.08,4.2,8.2,7.9,34.9,71.3,Winter,0.91,1,1,1,1,0,1,1,1,19.29,3.0,12,19.31
Illawarra_Shorthorn,Mediterranean,Semi_Intensive,90,461.8,2,Early,140,Hay,13.5,5,37.8,4.26,8.2,5.0,6.0,27.4,57.2,Autumn,0.78,1,0,0,1,1,0,1,1,17.52,3.0,12,17.8
Krishna_Valley,Subtropical,Intensive,56,624.2,1,Mid,362,Dry_Fodder,10.9,4,68.1,5.47,5.9,10.5,7.2,26.2,46.1,Winter,0.5,0,1,0,0,1,1,1,1,0.0,3.5,24,0.0
Ongole,Subtropical,Mixed,36,506.7,1,Mid,163,Dry_Fodder,13.2,4,83.3,4.69,6.9,8.5,5.4,33.7,47.1,Winter,0.88,1,0,1,0,0,1,1,0,8.95,4.0,12,9.9
Ongole,Temperate,Intensive,37,567.5,4,Late,110,Silage,12.0,5,60.6,6.81,1.0,12.4,5.0,21.5,59.9,Monsoon,0.43,1,1,1,1,1,1,1,1,5.22,3.5,12,6.51
Africander,Tropical,Pastoral,71,582.7,3,Mid,53,Dry_Fodder,11.1,5,68.7,3.65,10.0,7.7,16.1,20.4,54.5,Summer,0.57,1,1,1,1,1,1,0,1,5.14,3.0,12,3.95
Brown_Swiss,Tropical,Intensive,121,745.6,4,Late,271,Crop_Residues,13.8,4,64.1,4.93,9.1,7.6,10.1,38.6,59.3,Monsoon,0.51,1,1,0,0,1,1,0,1,10.47,4.0,8,10.14
Jersey_Zebu_Cross,Arid,Mixed,72,387.9,6,Early,275,Silage,13.7,5,62.2,5.12,10.5,7.4,8.6,23.8,83.5,Winter,0.33,1,1,0,1,1,0,1,1,13.28,3.0,12,13.42
Normande,Tropical,Intensive,130,692.7,1,Early,320,Pasture_Grass,6.2,4,87.8,4.6,1.0,5.8,12.5,24.6,64.1,Spring,0.8,0,1,0,0,1,0,1,1,5.05,3.5,6,8.77
Kankrej,Subtropical,Pastoral,39,292.4,6,Late,16,Crop_Residues,8.3,4,86.7,4.31,6.2,7.9,7.8,17.7,81.4,Winter,0.43,0,1,1,0,0,0,1,1,8.34,3.0,12,6.24
Jersey,Subtropical,Extensive,74,423.8,1,Early,354,Dry_Fodder,13.7,2,63.9,6.85,8.8,8.4,13.2,27.0,82.6,Summer,0.43,1,1,1,0,1,0,1,1,15.96,4.0,12,15.63
Rathi,Temperate,Pastoral,118,508.0,5,Early,16,Dry_Fodder,11.7,4,92.3,2.18,5.4,10.2,10.6,26.6,67.9,Summer,0.84,1,1,1,1,0,1,0,1,4.4,3.5,12,4.43
Fleckvieh,Arid,Extensive,37,432.4,2,Mid,101,Silage,12.9,3,70.4,3.31,4.2,6.9,15.6,15.1,57.5,Autumn,0.78,1,0,1,1,1,1,1,1,16.44,3.5,12,16.92
Zebu_Cross_Brazil,Tropical,Pastoral,31,366.6,3,Early,126,Pasture_Grass,9.4,5,88.3,4.89,10.8,10.1,12.7,31.0,53.3,Monsoon,0.71,0,1,0,1,1,1,1,0,10.85,3.5,8,10.78
Red_Sindhi,Continental,Extensive,84,398.2,5,Mid,147,Mixed_Feed,17.7,5,76.3,4.84,9.3,9.4,8.9,24.0,79.3,Summer,0.38,0,1,1,1,0,1,0,1,3.11,3.0,12,1.77
Ankole,Temperate,Mixed,92,727.0,5,Late,70,Dry_Fodder,9.9,3,75.3,3.81,9.6,8.8,9.7,27.1,61.1,Spring,0.66,0,0,1,0,0,1,1,0,2.48,2.5,24,3.72
Danish_Red,Continental,Pastoral,61,442.8,1,Late,1,Crop_Residues,14.4,5,60.9,4.28,8.0,6.9,10.0,21.1,49.9,Summer,0.54,0,0,0,1,0,1,1,1,7.76,4.5,8,6.46
Kenana,Mediterranean,Pastoral,31,430.9,1,Mid,99,Dry_Fodder,15.1,3,100.9,5.25,4.4,5.2,11.0,38.5,37.8,Monsoon,0.46,0,1,0,0,1,0,1,0,8.43,3.5,12,6.48
Holstein-Friesian,Tropical,Extensive,86,611.1,5,Late,194,Dry_Fodder,5.7,1,50.6,1.66,4.7,4.0,10.1,29.6,70.0,Autumn,0.55,1,1,0,0,1,1,1,1,7.51,3.0,12,7.56
Ayrshire,Tropical,Intensive,142,723.2,2,Late,310,Dry_Fodder,17.4,4,74.0,4.83,4.9,11.9,12.8,6.2,44.3,Autumn,0.54,0,0,1,1,0,1,1,1,8.64,3.5,12,8.91
Milking_Shorthorn,Tropical,Pastoral,43,722.7,5,Early,170,Green_Fodder,11.7,5,32.4,4.77,1.0,9.6,5.6,24.2,81.9,Winter,0.65,0,1,0,1,1,0,0,1,22.83,3.5,12,22.15
Tipo_Carora,Tropical,Extensive,77,684.1,6,Mid,133,Crop_Residues,15.9,3,84.3,2.03,9.1,7.9,12.7,14.2,77.1,Winter,0.99,1,0,1,1,1,1,0,1,11.22,4.5,12,11.03
Norwegian_Red,Temperate,Semi_Intensive,36,333.8,4,Early,158,Mixed_Feed,10.1,4,55.7,5.94,5.8,7.3,6.8,22.9,61.9,Summer,0.3,0,0,1,1,0,1,1,0,22.47,3.5,12,24.82
Milking_Shorthorn,Tropical,Pastoral,92,614.2,6,Early,27,Hay,12.3,1,38.8,5.11,5.8,7.6,8.9,38.7,60.6,Autumn,0.46,0,1,0,0,1,1,0,1,13.4,3.5,12,12.09
Kenana,Subtropical,Pastoral,67,396.2,3,Mid,335,Concentrates,11.4,2,76.0,0.5,6.1,8.4,8.4,33.1,77.9,Spring,0.93,0,1,1,1,0,0,1,1,4.92,3.5,12,4.09
Sahiwal,Mediterranean,Mixed,42,364.6,1,Mid,101,Mixed_Feed,19.4,1,51.9,5.67,4.6,7.7,12.1,38.8,42.7,Summer,0.73,1,0,1,0,1,1,0,0,8.76,4.0,12,9.35
Red_Sindhi,Temperate,Intensive,127,709.7,2,Early,357,Crop_Residues,6.5,4,65.0,2.05,5.9,9.3,10.5,8.9,16.0,Spring,0.61,1,0,1,1,0,0,1,1,7.58,4.0,12,5.72
Holstein_Zebu_Cross,Temperate,Extensive,26,496.8,2,Early,27,Concentrates,13.8,3,49.6,4.41,6.0,4.1,9.8,28.0,70.3,Spring,0.84,1,0,0,1,1,0,1,1,18.42,3.0,12,16.33
Norwegian_Red,Arid,Extensive,81,536.4,1,Mid,199,Pasture_Grass,20.4,2,20.0,3.25,1.0,11.5,12.3,31.0,69.9,Summer,0.61,0,1,1,0,0,1,1,0,12.69,3.5,12,11.9
Exotic_Local_Cross,Continental,Semi_Intensive,123,672.7,6,Late,153,Dry_Fodder,12.8,5,57.4,4.49,7.5,6.3,10.5,15.6,67.2,Summer,0.74,0,1,0,1,1,1,1,1,17.27,3.0,12,16.11
Australian_Friesian_Sahiwal,Continental,Mixed,59,565.0,4,Mid,45,Pasture_Grass,16.5,3,67.5,4.14,6.5,8.7,14.1,33.0,46.9,Autumn,0.7,0,1,1,1,0,0,1,0,16.79,3.0,6,17.2
Boran,Subtropical,Semi_Intensive,140,312.7,5,Early,63,Crop_Residues,15.3,1,24.1,3.47,5.0,10.5,14.7,42.7,20.7,Winter,0.4,1,0,0,1,1,0,0,0,5.5,3.5,24,2.4
Ayrshire,Temperate,Mixed,24,513.5,4,Late,221,Concentrates,15.3,1,22.9,1.48,9.4,7.1,10.4,9.0,75.5,Monsoon,0.36,1,1,0,1,0,1,1,0,12.98,4.5,8,11.04
Brown_Swiss,Continental,Mixed,98,260.1,2,Early,199,Silage,7.2,1,53.6,4.43,9.9,9.2,11.4,16.8,72.2,Monsoon,0.56,1,0,0,0,1,1,1,1,6.78,3.5,12,7.51
Tipo_Carora,Temperate,Pastoral,123,427.8,6,Mid,35,Hay,11.7,2,86.6,4.5,1.3,4.8,8.3,21.3,71.2,Summer,0.93,1,1,1,0,1,1,1,0,4.01,4.5,12,4.99
Hariana,Mediterranean,Pastoral,34,343.8,3,Mid,293,Crop_Residues,16.7,3,97.2,6.22,3.8,9.1,11.1,6.9,56.5,Summer,0.9,1,1,1,1,0,1,1,1,0.31,2.5,12,3.89
Africander,Mediterranean,Mixed,47,593.6,6,Mid,108,Hay,13.1,3,81.3,0.55,5.2,10.5,7.2,12.7,62.4,Autumn,0.32,0,1,0,1,1,0,1,0,2.26,3.5,12,3.24
Ayrshire,Arid,Pastoral,140,278.9,4,Early,356,Crop_Residues,13.7,4,82.0,1.82,8.6,4.5,7.6,4.5,73.8,Autumn,0.36,0,1,0,1,1,1,0,0,3.66,3.5,12,3.99
Normande,Arid,Extensive,96,432.9,5,Late,230,Concentrates,10.3,1,30.1,2.34,1.0,9.8,7.1,32.0,46.2,Winter,0.39,0,1,1,1,1,1,0,0,8.44,3.5,24,8.5
Danish_Red,Subtropical,Intensive,27,683.4,1,Mid,68,Mixed_Feed,14.2,3,64.5,3.15,1.0,6.7,10.4,10.6,63.4,Autumn,0.48,1,1,1,0,1,1,1,1,17.5,3.5,12,18.66
Deoni,Subtropical,Extensive,33,269.1,4,Mid,305,Mixed_Feed,7.6,5,63.8,3.81,6.5,8.1,7.4,21.7,78.1,Autumn,0.61,0,1,1,1,1,1,1,1,2.86,3.5,8,3.53
Montbeliarde,Tropical,Semi_Intensive,42,430.8,4,Early,172,Concentrates,16.4,4,64.3,1.01,9.0,9.7,17.0,18.5,94.5,Spring,0.31,1,1,1,1,0,1,1,0,19.55,3.0,12,21.28
Holstein_Zebu_Cross,Temperate,Intensive,137,475.5,5,Early,189,Green_Fodder,14.2,5,81.2,3.64,3.0,8.3,8.2,25.2,48.4,Summer,0.41,1,0,1,0,0,0,1,0,17.42,3.0,12,18.99
Holstein-Friesian,Continental,Semi_Intensive,108,387.8,5,Late,299,Mixed_Feed,16.8,3,85.1,4.02,9.2,9.7,9.4,10.1,52.9,Summer,0.56,0,0,1,1,1,1,0,0,11.55,3.5,12,11.45
Red_Poll_Africa,Subtropical,Pastoral,75,395.7,4,Mid,363,Crop_Residues,16.8,3,61.4,1.81,3.8,8.3,8.4,17.4,71.8,Spring,0.48,0,1,1,1,1,1,1,1,2.26,4.0,24,0.34
Butana,Continental,Semi_Intensive,114,479.1,6,Late,290,Mixed_Feed,8.9,5,77.2,3.28,1.7,4.0,7.1,26.5,77.0,Autumn,0.81,1,0,1,0,1,1,0,1,2.08,3.5,12,4.09
Montbeliarde,Arid,Mixed,114,567.8,2,Mid,198,Hay,16.4,4,83.6,7.21,7.8,7.3,9.2,30.3,100.0,Monsoon,0.71,0,1,1,1,1,1,1,1,7.22,3.5,12,8.22
Holstein-Friesian,Arid,Intensive,130,494.5,4,Mid,76,Concentrates,17.9,5,93.5,2.88,8.3,9.9,11.6,10.1,61.8,Summer,0.71,0,0,0,0,1,1,1,1,26.06,3.0,24,24.1
Simmental,Mediterranean,Mixed,103,313.0,3,Early,235,Mixed_Feed,11.4,4,72.2,2.06,8.9,7.3,6.9,35.6,23.9,Spring,0.49,0,0,1,0,1,1,0,0,20.12,3.5,12,19.17
Gangatiri,Arid,Extensive,44,260.9,2,Early,244,Dry_Fodder,14.8,5,93.3,2.47,5.1,8.7,8.4,10.0,53.6,Monsoon,0.53,1,1,0,1,0,1,1,0,0.92,3.5,12,1.15
Jersey,Temperate,Pastoral,74,719.5,4,Early,143,Green_Fodder,16.3,3,54.9,4.04,5.8,8.2,10.8,34.4,65.8,Winter,0.96,1,1,1,1,1,1,0,1,15.95,3.0,6,16.71
Brown_Swiss,Subtropical,Mixed,105,471.8,3,Early,355,Concentrates,17.2,3,86.6,6.09,2.3,5.5,5.0,13.7,52.9,Summer,0.33,0,1,1,1,0,0,0,1,10.69,4.0,12,8.16
Jersey_Zebu_Cross,Subtropical,Semi_Intensive,34,512.9,2,Mid,56,Green_Fodder,15.9,4,55.5,6.29,3.4,10.7,7.7,5.8,95.3,Winter,0.98,1,1,0,0,0,1,0,0,14.54,3.5,12,13.86
Holstein-Friesian,Temperate,Mixed,106,553.2,1,Early,65,Pasture_Grass,10.2,4,82.5,2.6,9.7,8.1,10.3,15.3,46.4,Summer,0.71,1,0,1,1,1,1,0,1,5.52,3.0,12,5.32
Kenana,Temperate,Semi_Intensive,29,749.9,2,Mid,89,Concentrates,13.9,5,55.9,3.55,4.9,6.0,15.1,7.0,31.7,Autumn,0.71,1,0,1,0,1,0,0,1,5.61,3.5,12,5.2
Montbeliarde,Tropical,Mixed,54,328.2,1,Mid,50,Green_Fodder,14.9,2,86.6,4.45,7.2,9.9,9.7,29.9,51.2,Winter,0.87,1,1,1,0,1,0,1,0,19.89,3.5,12,17.83
Tharparkar,Mediterranean,Mixed,105,681.9,2,Mid,269,Dry_Fodder,8.2,5,92.0,7.33,5.5,10.2,7.3,5.5,62.0,Monsoon,0.69,0,1,0,1,1,0,1,0,9.54,3.0,8,10.51
Simmental,Temperate,Pastoral,87,746.1,3,Mid,341,Silage,13.9,4,39.6,4.07,6.7,12.3,8.7,8.1,68.2,Spring,0.57,0,0,0,1,1,0,1,1,16.84,3.0,12,14.53
Boran,Tropical,Intensive,39,446.9,5,Late,318,Hay,17.5,4,44.1,5.91,6.1,8.2,7.2,10.2,70.5,Monsoon,0.64,1,1,0,1,1,0,1,1,1.97,4.0,12,2.67
White_Fulani,Arid,Extensive,88,378.6,1,Mid,88,Mixed_Feed,5.7,1,43.2,1.98,5.7,11.1,13.3,18.2,16.5,Monsoon,0.56,0,0,1,0,1,1,0,1,9.6,4.5,12,9.17
Australian_Milking_Zebu,Subtropical,Semi_Intensive,72,636.9,1,Early,85,Dry_Fodder,13.8,3,71.5,2.85,1.7,6.7,10.2,16.3,73.3,Monsoon,0.81,1,1,0,1,0,1,0,0,17.27,4.5,12,15.05
Guernsey,Mediterranean,Extensive,118,499.4,4,Early,267,Concentrates,15.7,2,73.0,4.35,8.4,7.5,11.8,28.8,52.7,Summer,0.89,0,0,1,1,0,1,0,0,15.63,3.5,12,13.86
NDama,Subtropical,Intensive,102,505.5,5,Late,163,Dry_Fodder,12.2,5,30.1,1.89,6.2,9.8,11.7,29.5,100.0,Spring,0.86,1,1,1,1,0,0,1,1,2.31,2.5,12,3.74
Rathi,Subtropical,Mixed,114,410.6,2,Mid,94,Mixed_Feed,15.4,4,87.6,9.38,1.3,8.8,9.7,14.9,57.4,Monsoon,0.51,1,1,1,1,0,0,1,0,8.19,5.0,12,7.07
Africander,Arid,Intensive,120,349.4,4,Early,270,Concentrates,17.1,1,43.4,5.59,3.4,8.4,7.7,44.4,40.1,Autumn,0.94,1,0,1,1,0,1,0,0,2.61,3.5,8,3.04
Holstein_Zebu_Cross,Temperate,Intensive,79,502.4,5,Mid,265,Green_Fodder,15.8,3,57.8,6.24,5.0,7.6,9.6,12.1,35.7,Monsoon,0.39,1,0,1,1,1,1,1,1,9.66,4.0,12,10.18
Rathi,Continental,Mixed,41,390.6,4,Mid,147,Concentrates,17.1,5,63.9,5.25,4.2,9.3,10.4,36.3,59.9,Autumn,0.87,1,1,1,1,1,1,1,0,3.54,4.5,8,3.4
Red_Sindhi,Subtropical,Extensive,100,704.1,4,Mid,152,Crop_Residues,4.1,5,81.6,7.58,1.6,6.7,12.4,31.2,76.4,Winter,0.45,0,1,1,1,0,1,0,0,7.62,2.5,12,8.83
Ongole,Mediterranean,Pastoral,48,629.4,3,Mid,279,Green_Fodder,9.6,4,76.0,3.59,3.0,11.1,12.8,40.5,100.0,Autumn,0.87,0,0,1,1,1,1,1,0,7.02,2.0,24,5.84
Red_Sindhi,Arid,Pastoral,69,701.4,4,Mid,122,Crop_Residues,12.1,5,20.0,6.26,3.9,11.0,7.0,16.9,61.9,Summer,0.98,0,1,0,0,1,0,1,1,13.58,4.0,12,13.9
White_Fulani,Arid,Semi_Intensive,100,303.0,1,Late,24,Silage,4.8,2,67.5,3.08,5.1,8.1,5.0,20.2,59.2,Monsoon,0.6,0,1,1,1,0,1,1,0,1.08,3.5,12,4.16
Norwegian_Red,Tropical,Intensive,26,527.1,6,Late,195,Pasture_Grass,19.2,1,62.4,5.3,8.2,10.6,9.1,10.2,72.3,Summer,0.67,1,1,1,0,1,1,1,0,11.64,3.0,8,10.68
Jersey_Zebu_Cross,Continental,Intensive,94,458.0,1,Late,90,Crop_Residues,7.9,4,73.0,3.9,8.6,10.9,14.6,31.5,68.7,Monsoon,0.44,1,1,0,0,1,1,0,1,8.28,5.0,12,9.93
Illawarra_Shorthorn,Continental,Semi_Intensive,28,491.7,3,Early,115,Mixed_Feed,5.6,2,94.2,5.89,6.1,7.1,9.3,3.0,58.1,Spring,0.66,1,0,0,1,0,1,1,0,7.44,3.5,12,7.86
Kankrej,Tropical,Mixed,81,274.0,2,Late,271,Green_Fodder,8.7,5,56.9,6.16,1.0,9.4,5.3,36.7,67.8,Spring,0.95,0,1,1,1,1,1,1,1,9.86,3.5,12,7.46
Krishna_Valley,Tropical,Pastoral,77,478.8,4,Mid,203,Green_Fodder,8.6,5,46.7,1.59,11.4,8.0,11.8,40.0,55.7,Summer,0.57,0,1,1,1,1,1,0,1,0.0,3.0,12,1.24
Exotic_Local_Cross,Subtropical,Mixed,40,569.2,2,Early,127,Crop_Residues,10.8,4,70.6,4.29,3.1,10.2,9.1,24.8,81.4,Summer,0.59,0,0,1,1,0,0,0,0,19.41,3.5,8,18.6
Gir,Continental,Mixed,115,544.1,5,Early,244,Silage,4.4,5,53.1,3.94,7.8,4.0,15.2,24.1,60.8,Spring,0.5,1,0,1,1,1,1,1,0,7.6,3.0,12,6.51
Tharparkar,Temperate,Mixed,43,600.0,5,Mid,285,Hay,15.2,3,66.4,3.63,4.4,8.0,7.0,11.7,79.5,Autumn,0.91,1,0,0,1,1,1,0,0,10.1,3.5,12,10.51
Zebu_Cross_Brazil,Temperate,Extensive,64,602.6,2,Mid,363,Concentrates,10.7,1,56.4,0.5,12.1,7.4,9.9,35.4,56.4,Spring,0.69,0,0,1,0,1,1,0,1,6.14,4.0,12,6.54
Ongole,Temperate,Mixed,64,621.0,5,Early,295,Hay,14.5,4,67.7,3.8,7.1,7.3,7.1,0.4,55.5,Autumn,0.82,1,1,1,1,0,1,0,1,3.78,3.5,12,0.44
Fleckvieh,Arid,Intensive,80,459.3,6,Mid,229,Crop_Residues,14.9,2,87.9,3.98,1.6,8.7,9.2,13.5,33.7,Summer,0.85,1,1,1,1,1,1,1,1,24.8,3.0,12,23.29
Kankrej,Mediterranean,Semi_Intensive,51,335.0,3,Late,117,Crop_Residues,12.9,1,42.5,3.4,1.5,4.0,12.9,26.9,98.7,Monsoon,0.81,0,1,1,1,0,1,0,0,7.35,4.0,12,4.59
Australian_Friesian_Sahiwal,Continental,Pastoral,142,573.3,5,Mid,168,Mixed_Feed,20.4,3,88.6,3.36,5.3,9.8,5.3,14.5,81.5,Autumn,0.63,1,1,1,1,1,0,0,0,11.7,3.0,12,10.95
Holstein_Zebu_Cross,Temperate,Intensive,118,489.5,6,Early,90,Crop_Residues,17.2,4,61.3,7.24,2.4,7.1,11.1,17.9,55.7,Winter,0.53,0,1,0,1,0,0,1,0,15.93,2.5,12,19.01
Exotic_Local_Cross,Arid,Mixed,128,664.9,2,Early,315,Hay,15.3,4,61.3,3.54,8.9,8.2,13.8,18.7,100.0,Spring,0.44,1,0,1,0,1,0,0,0,4.71,4.0,8,7.18
Rathi,Subtropical,Semi_Intensive,82,609.2,4,Late,98,Dry_Fodder,11.9,5,55.9,6.44,3.8,10.9,13.1,0.9,80.8,Autumn,0.67,1,1,0,0,0,0,1,1,2.17,3.0,8,4.17
Australian_Friesian_Sahiwal,Continental,Intensive,41,434.0,6,Mid,34,Concentrates,13.2,5,73.9,4.72,7.5,9.9,5.0,33.7,40.7,Summer,1.0,1,0,1,1,1,0,1,1,9.81,3.0,12,11.07
Danish_Red,Mediterranean,Pastoral,108,702.4,4,Mid,218,Green_Fodder,12.6,4,78.0,7.53,7.4,6.1,7.2,42.6,28.0,Autumn,0.95,1,1,1,1,1,0,0,1,19.91,3.5,6,18.74
Kenana,Arid,Mixed,72,432.9,3,Mid,113,Silage,9.8,3,53.9,2.76,8.2,9.3,15.4,18.3,27.9,Monsoon,0.51,0,1,1,0,1,1,1,0,7.31,3.0,24,6.88
Ongole,Continental,Pastoral,35,695.8,2,Late,1,Silage,12.0,2,76.9,8.47,3.3,9.5,10.7,15.9,94.3,Summer,0.81,1,0,1,1,1,0,0,1,0.91,3.5,8,1.57
Danish_Red,Temperate,Extensive,59,345.5,4,Early,143,Silage,7.0,1,61.2,3.94,9.0,8.2,10.2,16.6,76.4,Autumn,0.83,1,0,0,0,0,0,0,1,26.41,4.0,12,27.59
White_Fulani,Arid,Pastoral,76,375.6,6,Mid,292,Concentrates,16.3,1,74.0,3.06,3.5,7.1,7.8,33.6,50.5,Summer,0.75,1,1,0,1,0,1,1,1,2.9,3.5,12,2.19
Jersey,Arid,Mixed,43,311.1,6,Mid,235,Dry_Fodder,8.2,3,62.2,8.13,8.5,10.6,8.5,14.0,55.2,Summer,0.61,1,1,0,1,1,0,1,0,14.67,3.5,12,18.49
Butana,Continental,Mixed,73,623.2,2,Early,41,Concentrates,13.8,1,114.6,3.5,4.8,8.5,13.7,24.9,57.7,Spring,0.9,1,1,1,1,1,1,0,1,3.85,5.0,12,5.03
Africander,Mediterranean,Mixed,135,589.1,2,Early,50,Silage,12.5,1,93.0,2.12,5.1,4.4,11.0,30.0,63.1,Autumn,0.5,1,0,1,1,0,1,0,1,5.63,3.0,12,5.0
Holstein_Zebu_Cross,Temperate,Extensive,137,353.8,6,Early,363,Pasture_Grass,9.7,1,44.3,6.4,7.0,10.5,8.9,27.1,39.1,Winter,0.31,1,1,0,0,0,0,1,1,2.56,2.5,12,4.12
Normande,Tropical,Mixed,48,539.7,1,Late,89,Green_Fodder,11.9,1,84.1,3.11,4.8,5.4,10.9,11.9,55.7,Monsoon,0.68,0,1,1,0,1,1,1,1,15.39,4.0,12,18.13
Brown_Swiss,Continental,Mixed,103,307.9,4,Mid,106,Silage,17.8,1,86.6,3.68,3.8,9.3,8.3,18.9,72.2,Monsoon,0.91,0,0,1,1,1,1,1,1,27.0,2.5,12,25.46
Guernsey,Continental,Extensive,99,461.1,4,Late,40,Mixed_Feed,9.3,4,44.7,3.46,4.4,7.4,12.5,29.7,87.0,Monsoon,0.55,1,1,0,1,0,1,1,1,13.6,4.5,12,12.27
NDama,Arid,Intensive,104,379.0,2,Mid,137,Pasture_Grass,15.1,1,78.4,2.57,4.6,8.2,8.1,25.1,54.5,Spring,0.9,1,1,0,1,1,0,1,1,0.23,3.5,12,1.54
Krishna_Valley,Tropical,Pastoral,124,460.8,4,Early,298,Pasture_Grass,10.1,2,81.3,3.15,3.0,9.7,5.8,19.2,50.9,Monsoon,0.92,0,1,1,0,1,1,0,1,6.6,4.0,8,7.14
NDama,Mediterranean,Semi_Intensive,91,450.9,5,Early,332,Crop_Residues,14.5,3,68.9,2.86,2.0,5.6,8.8,15.2,64.9,Autumn,0.71,1,1,1,0,1,0,0,0,6.54,3.5,12,6.26
Ankole,Subtropical,Mixed,101,572.5,4,Mid,346,Hay,6.4,1,54.4,4.65,5.2,9.4,10.8,5.5,69.8,Spring,0.57,1,0,0,0,1,1,1,1,2.35,3.5,12,1.89
Kankrej,Temperate,Semi_Intensive,65,286.7,1,Early,219,Hay,7.8,1,52.9,0.5,4.5,9.2,11.5,22.1,100.0,Autumn,0.76,1,1,1,1,1,1,0,0,1.76,3.5,12,2.45
Normande,Continental,Mixed,69,485.6,1,Early,315,Green_Fodder,13.1,5,51.1,6.09,7.5,10.2,9.0,4.8,31.3,Autumn,0.6,0,0,0,0,0,0,0,1,9.55,2.5,12,7.1
Tipo_Carora,Subtropical,Mixed,107,606.7,5,Mid,97,Hay,10.0,1,103.0,2.84,6.0,6.8,14.2,28.8,75.0,Winter,0.93,1,1,1,0,1,0,1,0,7.21,3.5,8,10.27
Girolando,Subtropical,Intensive,76,578.8,1,Mid,236,Concentrates,8.4,3,39.3,3.55,9.9,11.1,14.0,18.8,93.9,Summer,0.49,0,0,1,1,1,1,1,1,12.03,4.5,12,12.16
Fleckvieh,Arid,Mixed,112,367.4,5,Early,140,Crop_Residues,6.4,4,89.4,3.17,3.9,7.8,9.8,21.0,63.3,Monsoon,0.84,1,0,1,0,1,1,0,1,20.91,3.0,12,23.0
Milking_Shorthorn,Tropical,Semi_Intensive,47,532.4,2,Mid,145,Crop_Residues,6.5,2,51.8,5.19,8.0,7.3,11.6,11.5,60.0,Spring,0.55,1,1,0,0,1,1,1,1,15.64,2.5,12,15.53
Norwegian_Red,Tropical,Mixed,29,486.5,4,Mid,276,Pasture_Grass,9.9,2,90.4,3.64,4.2,6.6,7.1,11.0,55.8,Winter,0.64,0,1,0,1,1,0,1,0,10.04,5.0,8,11.9
Jersey,Continental,Mixed,57,255.7,1,Late,297,Pasture_Grass,16.3,5,70.0,2.78,7.9,12.5,9.2,27.3,33.4,Summer,0.37,0,0,1,1,1,0,1,1,10.45,3.5,12,12.14
Red_Sindhi,Mediterranean,Semi_Intensive,98,606.5,5,Mid,123,Pasture_Grass,15.9,2,77.0,5.11,3.7,7.1,13.0,23.7,34.7,Monsoon,0.77,0,0,1,0,0,1,1,0,5.59,3.5,12,9.02
Africander,Arid,Semi_Intensive,95,675.1,4,Early,3,Concentrates,12.1,5,75.2,1.7,6.6,5.6,7.5,25.0,71.7,Autumn,0.45,1,1,1,1,0,0,1,1,6.5,3.5,12,4.64
Deoni,Subtropical,Pastoral,93,611.2,3,Mid,173,Mixed_Feed,12.4,4,38.7,6.52,9.5,10.4,9.0,23.3,47.6,Autumn,0.81,0,1,1,0,1,0,0,1,1.64,2.0,12,2.52
Tharparkar,Arid,Intensive,52,333.4,2,Late,151,Green_Fodder,15.8,5,66.1,7.99,2.8,7.5,13.3,37.1,74.4,Summer,0.89,1,1,1,1,1,1,1,1,8.89,3.5,12,6.24
Norwegian_Red,Tropical,Extensive,53,294.3,1,Mid,193,Crop_Residues,15.5,1,52.7,3.61,1.0,6.7,11.7,31.0,78.5,Summer,0.65,1,1,0,0,1,0,1,0,12.29,3.5,8,11.98
Brown_Swiss,Tropical,Pastoral,122,357.0,6,Early,286,Hay,17.1,3,55.3,4.57,6.1,7.5,15.1,26.8,51.9,Winter,0.33,1,1,1,0,1,1,1,0,8.05,3.5,12,6.39
Red_Sindhi,Subtropical,Intensive,72,578.5,1,Mid,170,Dry_Fodder,12.6,2,39.9,6.25,1.0,6.8,6.8,18.0,46.6,Autumn,0.74,1,0,0,1,1,0,1,1,1.95,3.5,12,3.29
Holstein-Friesian,Arid,Semi_Intensive,52,693.3,2,Early,240,Mixed_Feed,21.4,2,74.3,4.44,10.9,5.9,5.9,32.0,41.0,Monsoon,0.67,1,0,1,1,0,1,1,1,27.86,4.0,12,26.72
Sahiwal,Temperate,Pastoral,83,378.2,3,Late,294,Mixed_Feed,12.0,2,76.6,6.21,2.1,7.7,9.3,7.9,91.5,Winter,0.55,1,0,1,0,0,0,1,1,1.24,3.0,12,0.54
Gangatiri,Subtropical,Intensive,111,286.8,6,Late,73,Green_Fodder,10.5,5,80.3,0.97,3.0,7.0,8.7,24.3,95.2,Winter,0.67,1,1,0,0,1,0,1,1,2.96,4.5,8,2.9
